Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
SORT-Statistics and Operations Research Transactions	1696-2281	2013-8830	OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE$STATISTICS & PROBABILITY - SCIE	1.759	Q2	0.51
Atmospheric Pollution Research	1309-1042	1309-1042	ENVIRONMENTAL SCIENCES - SCIE	4.831	Q2	0.87
JOURNAL OF TROPICAL FOREST SCIENCE	0128-1283	0128-1283	FORESTRY - SCIE	0.957	Q4	0.32
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY	0022-8567	1937-2353	ENTOMOLOGY - SCIE	0.481	Q4	0.13
Materials Today	1369-7021	1873-4103	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	26.943	Q1	3.49
NEUROSCIENCE RESEARCH	0168-0102	1872-8111	NEUROSCIENCES - SCIE	2.904	Q3	0.60
ZEITSCHRIFT FUR GASTROENTEROLOGIE	0044-2771	1439-7803	GASTROENTEROLOGY & HEPATOLOGY - SCIE	1.769	Q4	0.29
FORMAL METHODS IN SYSTEM DESIGN	0925-9856	1572-8102	COMPUTER SCIENCE, THEORY & METHODS - SCIE	1.100	Q3	0.30
AUTONOMIC NEUROSCIENCE-BASIC & CLINICAL	1566-0702	1872-7484	NEUROSCIENCES - SCIE	2.355	Q4	0.48
GENES & GENETIC SYSTEMS	1341-7568	1880-5779	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$GENETICS & HEREDITY - SCIE	1.258	Q4	0.22
JOURNAL OF APPLIED SPORT PSYCHOLOGY	1041-3200	1533-1571	PSYCHOLOGY - SCIE$SPORT SCIENCES - SCIE	3.365	Q2	0.93
MOLECULES	N/A	1420-3049	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, MULTIDISCIPLINARY - SCIE	4.927	Q2	0.64
BMC Palliative Care	1472-684X	1472-684X	HEALTH CARE SCIENCES & SERVICES - SCIE	3.113	Q2	1.01
Journal of Biomaterials and Tissue Engineering	2157-9083	2157-9091	CELL & TISSUE ENGINEERING - SCIE	0.144	Q4	0.05
SURVEY REVIEW	0039-6265	1752-2706	ENGINEERING, CIVIL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$REMOTE SENSING - SCIE	1.156	Q4	0.39
CARDIOLOGY IN THE YOUNG	1047-9511	1467-1107	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$PEDIATRICS - SCIE	1.023	Q4	0.32
JOURNAL OF AAPOS	1091-8531	1528-3933	OPHTHALMOLOGY - SCIE$PEDIATRICS - SCIE	1.325	Q4	0.48
ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE	0098-3500	1557-7295	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$MATHEMATICS, APPLIED - SCIE	2.464	Q1	0.90
Avian Research	2053-7166	2053-7166	ORNITHOLOGY - SCIE	2.043	Q1	1.17
JBI Evidence Implementation	2691-3321	2691-3321	HEALTH CARE SCIENCES & SERVICES - SCIE$MEDICINE, GENERAL & INTERNAL - SCIE	0.938	Q4	0.23
Vacuum	0042-207X	1879-2715	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$PHYSICS, APPLIED - SCIE	4.110	Q2	0.76
JOURNAL OF CIRCUITS SYSTEMS AND COMPUTERS	0218-1266	1793-6454	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	1.278	Q4	0.32
INTERNATIONAL JOURNAL OF HYPERTHERMIA	0265-6736	1464-5157	ONCOLOGY - SCIE$RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	3.753	Q2	0.84
REVUE ROUMAINE DE CHIMIE	0035-3930	N/A	CHEMISTRY, MULTIDISCIPLINARY - SCIE	0.410	Q4	0.06
IEEE COMMUNICATIONS LETTERS	1089-7798	1558-2558	TELECOMMUNICATIONS - SCIE	3.553	Q2	0.97
GEOMETRY & TOPOLOGY	1465-3060	1364-0380	MATHEMATICS - SCIE	1.909	Q1	1.55
Journal of the International Society of Sports Nutrition	N/A	1550-2783	NUTRITION & DIETETICS - SCIE$SPORT SCIENCES - SCIE	4.948	Q1	1.21
INTERNATIONAL JOURNAL OF HYGIENE AND ENVIRONMENTAL HEALTH	1438-4639	1618-131X	INFECTIOUS DISEASES - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	7.401	Q1	1.62
Turkish Journal of Hematology	1300-7777	1308-5263	HEMATOLOGY - SCIE	2.043	Q4	0.27
Indian Journal of Pharmaceutical Education and Research	0019-5464	0019-5464	EDUCATION, SCIENTIFIC DISCIPLINES - SCIE$PHARMACOLOGY & PHARMACY - SCIE	0.683	Q4	0.23
UROLOGIC ONCOLOGY-SEMINARS AND ORIGINAL INVESTIGATIONS	1078-1439	1873-2496	ONCOLOGY - SCIE$UROLOGY & NEPHROLOGY - SCIE	2.954	Q3	0.72
PHYSICIAN AND SPORTSMEDICINE	0091-3847	2326-3660	ORTHOPEDICS - SCIE$PRIMARY HEALTH CARE - SCIE$SPORT SCIENCES - SCIE	2.758	Q2	0.79
Preventing Chronic Disease	1545-1151	1545-1151	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.354	Q2	0.79
CURRENT HYPERTENSION REPORTS	1522-6417	1534-3111	PERIPHERAL VASCULAR DISEASE - SCIE	4.592	Q2	0.79
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY	0003-0090	1937-3546	BIODIVERSITY CONSERVATION - SCIE$ECOLOGY - SCIE	4.581	Q1	0.84
Children-Basel	N/A	2227-9067	PEDIATRICS - SCIE	2.835	Q2	0.88
LEARNING & MEMORY	1072-0502	1549-5485	NEUROSCIENCES - SCIE	2.699	Q4	0.58
JOURNAL OF THE OPTICAL SOCIETY OF AMERICA B-OPTICAL PHYSICS	0740-3224	1520-8540	OPTICS - SCIE	2.058	Q3	0.67
TURKISH JOURNAL OF ZOOLOGY	1300-0179	1303-6114	ZOOLOGY - SCIE	0.932	Q4	0.45
JOURNAL OF WILDLIFE MANAGEMENT	0022-541X	1937-2817	ECOLOGY - SCIE$ZOOLOGY - SCIE	2.586	Q1	0.96
PEDIATRIC AND DEVELOPMENTAL PATHOLOGY	1093-5266	1615-5742	PATHOLOGY - SCIE$PEDIATRICS - SCIE	2.266	Q3	0.72
Acta of Bioengineering and Biomechanics	1509-409X	N/A	BIOPHYSICS - SCIE$ENGINEERING, BIOMEDICAL - SCIE	1.238	Q4	0.28
FILTRATION & SEPARATION	0015-1882	1873-7218	ENGINEERING, CHEMICAL - SCIE	0.060	Q4	0.01
JOURNAL OF PLASMA PHYSICS	0022-3778	1469-7807	PHYSICS, FLUIDS & PLASMAS - SCIE	2.691	Q2	0.85
Orthopaedics & Traumatology-Surgery & Research	1877-0568	1877-0568	ORTHOPEDICS - SCIE$SURGERY - SCIE	2.425	Q3	0.80
International Heart Journal	1349-2365	1349-3299	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	1.823	Q4	0.40
CURRENT ORGANIC CHEMISTRY	1385-2728	1875-5348	CHEMISTRY, ORGANIC - SCIE	2.226	Q2	0.30
NEUROCOMPUTING	0925-2312	1872-8286	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE	5.779	Q2	1.11
Veterinaria Italiana	0505-401X	1828-1427	VETERINARY SCIENCES - SCIE	1.434	Q3	0.63
IEEE Transactions on Sustainable Energy	1949-3029	1949-3037	ENERGY & FUELS - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE	8.310	Q1	1.78
ADVANCED ENGINEERING INFORMATICS	1474-0346	1873-5320	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$ENGINEERING, MULTIDISCIPLINARY - SCIE	7.862	Q1	1.79
CELLULAR IMMUNOLOGY	0008-8749	1090-2163	CELL BIOLOGY - SCIE$IMMUNOLOGY - SCIE	4.178	Q3	0.66
JOURNAL OF PAEDIATRICS AND CHILD HEALTH	1034-4810	1440-1754	PEDIATRICS - SCIE	1.929	Q3	0.63
Indian Journal of Medical Microbiology	0255-0857	1998-3646	IMMUNOLOGY - SCIE	1.347	Q4	0.18
PROTEIN ENGINEERING DESIGN & SELECTION	1741-0126	1741-0134	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	1.952	Q4	0.33
BIOCATALYSIS AND BIOTRANSFORMATION	1024-2422	1029-2446	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	2.325	Q4	0.41
Materiali in Tehnologije	1580-2949	1580-3414	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$METALLURGY & METALLURGICAL ENGINEERING - SCIE	0.650	Q4	0.13
CHEMICAL SENSES	0379-864X	1464-3553	BEHAVIORAL SCIENCES - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE$NEUROSCIENCES - SCIE$PHYSIOLOGY - SCIE	4.985	Q1	1.04
Nanomedicine	1743-5889	1748-6963	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	6.096	Q1	0.76
BULLETIN OF MARINE SCIENCE	0007-4977	1553-6955	MARINE & FRESHWATER BIOLOGY - SCIE$OCEANOGRAPHY - SCIE	1.689	Q3	0.61
Reports on Mathematical Logic	0137-2904	0137-2904	LOGIC - SCIE$MATHEMATICS - SCIE	0.615	Q3	0.27
RUSSIAN JOURNAL OF INORGANIC CHEMISTRY	0036-0236	1531-8613	CHEMISTRY, INORGANIC & NUCLEAR - SCIE	1.667	Q3	0.41
IEEE TRANSACTIONS ON COMPUTERS	0018-9340	1557-9956	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	3.183	Q2	0.77
Journal of Energy Storage	N/A	2352-152X	ENERGY & FUELS - SCIE	8.907	Q1	1.07
Journal of Clinical Sleep Medicine	1550-9389	1550-9397	CLINICAL NEUROLOGY - SCIE	4.324	Q2	0.96
LIMNOLOGY AND OCEANOGRAPHY	0024-3590	1939-5590	LIMNOLOGY - SCIE$OCEANOGRAPHY - SCIE	5.019	Q1	1.47
MODERN PHYSICS LETTERS A	0217-7323	1793-6632	ASTRONOMY & ASTROPHYSICS - SCIE$PHYSICS, MATHEMATICAL - SCIE$PHYSICS, NUCLEAR - SCIE$PHYSICS, PARTICLES & FIELDS - SCIE	1.594	Q2	0.53
International Journal of Web and Grid Services	1741-1106	1741-1114	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE	0.825	Q4	1.60
VETERINARSKI ARHIV	0372-5480	1331-8055	VETERINARY SCIENCES - SCIE	0.409	Q4	0.23
ALLERGOLOGIE	0344-5062	0344-5062	ALLERGY - SCIE	0.238	Q4	0.03
CHIRALITY	0899-0042	1520-636X	CHEMISTRY, ANALYTICAL - SCIE$CHEMISTRY, MEDICINAL - SCIE$CHEMISTRY, ORGANIC - SCIE$PHARMACOLOGY & PHARMACY - SCIE	2.183	Q3	0.60
TOHOKU MATHEMATICAL JOURNAL	0040-8735	0040-8735	MATHEMATICS - SCIE	0.619	Q4	0.53
Hereditary Cancer in Clinical Practice	1731-2302	1897-4287	ONCOLOGY - SCIE	2.164	Q4	0.41
Nurse Education in Practice	1471-5953	1873-5223	NURSING - SCIE	3.430	Q1	1.40
IMA Journal of Management Mathematics	1471-678X	1471-6798	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	2.095	Q2	0.59
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY	0267-9477	1364-5544	CHEMISTRY, ANALYTICAL - SCIE$SPECTROSCOPY - SCIE	4.351	Q1	1.14
BIOCHIMICA ET BIOPHYSICA ACTA-BIOMEMBRANES	0005-2736	1879-2642	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOPHYSICS - SCIE	4.019	Q2	0.84
Adicciones	0214-4840	N/A	SUBSTANCE ABUSE - SCIE	4.102	Q2	0.69
Targeted Oncology	1776-2596	1776-260X	ONCOLOGY - SCIE	4.897	Q2	0.76
Global Mental Health	2054-4251	2054-4251	PSYCHIATRY - SCIE	3.750	Q3	0.75
JOURNAL OF CAVE AND KARST STUDIES	1090-6924	2331-3714	GEOSCIENCES, MULTIDISCIPLINARY - SCIE	1.282	Q4	0.26
JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY	1000-9000	1860-4749	COMPUTER SCIENCE, HARDWARE & ARCHITECTURE - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE	1.871	Q3	0.48
Frontiers in Neuroscience	N/A	1662-453X	NEUROSCIENCES - SCIE	5.152	Q2	0.87
CRITICAL REVIEWS IN BIOTECHNOLOGY	0738-8551	1549-7801	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	9.062	Q1	0.84
Functional Materials Letters	1793-6047	1793-7213	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	1.490	Q4	0.26
BIOTECHNOLOGY LAW REPORT	0730-031X	1557-8704	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	0.318	Q4	0.04
THALASSAS	0212-5919	2366-1674	MARINE & FRESHWATER BIOLOGY - SCIE$OCEANOGRAPHY - SCIE	0.951	Q4	0.29
INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY	1357-2725	1878-5875	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CELL BIOLOGY - SCIE	5.652	Q2	0.81
POLAR BIOLOGY	0722-4060	1432-2056	BIODIVERSITY CONSERVATION - SCIE$ECOLOGY - SCIE	2.198	Q3	0.59
Journal of Orthopaedics and Traumatology	1590-9921	1590-9999	ORTHOPEDICS - SCIE	4.239	Q1	1.08
Expert Review of Medical Devices	1743-4440	1745-2422	ENGINEERING, BIOMEDICAL - SCIE	3.439	Q3	0.39
SYSTEMATIC BOTANY	0363-6445	1548-2324	EVOLUTIONARY BIOLOGY - SCIE$PLANT SCIENCES - SCIE	0.933	Q4	0.27
PEPTIDES	0196-9781	1873-5169	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$ENDOCRINOLOGY & METABOLISM - SCIE$PHARMACOLOGY & PHARMACY - SCIE	3.867	Q2	0.76
REACTIVE & FUNCTIONAL POLYMERS	1381-5148	1873-166X	CHEMISTRY, APPLIED - SCIE$ENGINEERING, CHEMICAL - SCIE$POLYMER SCIENCE - SCIE	4.966	Q1	0.84
Journal of Plastic Reconstructive and Aesthetic Surgery	1748-6815	1878-0539	SURGERY - SCIE	3.022	Q2	0.88
Canadian Journal of Gastroenterology and Hepatology	2291-2789	2291-2797	GASTROENTEROLOGY & HEPATOLOGY - SCIE	2.605	Q4	0.49
Transport	1648-4142	1648-3480	TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE	1.455	Q4	0.34
QUATERNARY RESEARCH	0033-5894	1096-0287	GEOGRAPHY, PHYSICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	2.797	Q3	0.73
Optica	2334-2536	2334-2536	OPTICS - SCIE	10.644	Q1	3.24
CEREAL RESEARCH COMMUNICATIONS	0133-3720	1788-9170	AGRONOMY - SCIE	1.240	Q3	0.41
IEICE TRANSACTIONS ON COMMUNICATIONS	0916-8516	1745-1345	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	0.598	Q4	0.16
CHIMIA	0009-4293	0009-4293	CHEMISTRY, MULTIDISCIPLINARY - SCIE	1.656	Q4	0.24
JOURNAL OF INVESTIGATIVE DERMATOLOGY	0022-202X	1523-1747	DERMATOLOGY - SCIE	7.590	Q1	2.50
AMERICAN JOURNAL OF HEMATOLOGY	0361-8609	1096-8652	HEMATOLOGY - SCIE	13.268	Q1	1.74
BIOCHEMISTRY	0006-2960	N/A	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	3.321	Q3	0.59
Indian Journal of Dermatology Venereology & Leprology	0378-6323	0973-3922	DERMATOLOGY - SCIE	2.217	Q3	0.50
JOURNAL OF THE AMERICAN MOSQUITO CONTROL ASSOCIATION	8756-971X	1943-6270	ENTOMOLOGY - SCIE	1.000	Q3	0.41
JOURNAL OF CLINICAL MICROBIOLOGY	0095-1137	1098-660X	MICROBIOLOGY - SCIE	11.677	Q1	1.56
BERNOULLI	1350-7265	1573-9759	STATISTICS & PROBABILITY - SCIE	1.822	Q2	0.77
Journal of Cosmology and Astroparticle Physics	1475-7516	1475-7516	ASTRONOMY & ASTROPHYSICS - SCIE$PHYSICS, PARTICLES & FIELDS - SCIE	7.280	Q1	1.47
NURSING SCIENCE QUARTERLY	0894-3184	1552-7409	NURSING - SCIE	0.833	Q4	0.45
BIOSENSORS & BIOELECTRONICS	0956-5663	1873-4235	BIOPHYSICS - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$CHEMISTRY, ANALYTICAL - SCIE$ELECTROCHEMISTRY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	12.545	Q1	2.17
JOURNAL OF NEUROIMAGING	1051-2284	1552-6569	CLINICAL NEUROLOGY - SCIE$NEUROIMAGING - SCIE$RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	2.324	Q3	0.59
JOURNAL OF UNIVERSAL COMPUTER SCIENCE	0948-695X	0948-6968	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	1.056	Q3	0.33
ORTHOPEDIC CLINICS OF NORTH AMERICA	0030-5898	1558-1373	ORTHOPEDICS - SCIE	2.771	Q2	0.99
LASERS IN ENGINEERING	0898-1507	1029-029X	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$OPTICS - SCIE	0.753	Q4	0.15
JOURNAL OF CARBOHYDRATE CHEMISTRY	0732-8303	1532-2327	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$CHEMISTRY, ORGANIC - SCIE	1.667	Q3	0.28
JOURNAL OF MEDICAL GENETICS	0022-2593	1468-6244	GENETICS & HEREDITY - SCIE	5.945	Q1	1.40
Journal of Berry Research	1878-5093	1878-5123	PLANT SCIENCES - SCIE	2.156	Q3	0.60
EUROPEAN JOURNAL OF CANCER	0959-8049	1879-0852	ONCOLOGY - SCIE	10.002	Q1	1.73
NEUROBIOLOGY OF LEARNING AND MEMORY	1074-7427	1095-9564	BEHAVIORAL SCIENCES - SCIE$NEUROSCIENCES - SCIE$PSYCHOLOGY - SCIE	3.109	Q2	0.88
REVIEWS IN THE NEUROSCIENCES	0334-1763	2191-0200	NEUROSCIENCES - SCIE	4.703	Q2	0.98
REPRODUCTION	1470-1626	1741-7899	DEVELOPMENTAL BIOLOGY - SCIE$REPRODUCTIVE BIOLOGY - SCIE	3.923	Q1	0.88
Australasian Orthodontic Journal	2207-7472	2207-7480	DENTISTRY, ORAL SURGERY & MEDICINE - SCIE	0.269	Q4	0.10
OIKOS	0030-1299	1600-0706	ECOLOGY - SCIE	4.257	Q2	1.01
OPTICAL REVIEW	1340-6000	1349-9432	OPTICS - SCIE	1.047	Q4	0.34
JOURNAL OF SEISMIC EXPLORATION	0963-0651	N/A	GEOCHEMISTRY & GEOPHYSICS - SCIE	0.279	Q4	0.19
GLASS AND CERAMICS	0361-7610	1573-8515	MATERIALS SCIENCE, CERAMICS - SCIE	0.668	Q4	0.13
ACTA PAEDIATRICA	0803-5253	1651-2227	PEDIATRICS - SCIE	4.056	Q1	1.02
DIFFERENTIATION	0301-4681	1432-0436	CELL BIOLOGY - SCIE$DEVELOPMENTAL BIOLOGY - SCIE	3.533	Q2	0.60
JOURNAL OF THERMOPLASTIC COMPOSITE MATERIALS	0892-7057	1530-7980	MATERIALS SCIENCE, COMPOSITES - SCIE	3.027	Q3	0.46
Journal of Bioethical Inquiry	1176-7529	1872-4353	MEDICAL ETHICS - SCIE	2.216	Q3	0.75
PARALLEL COMPUTING	0167-8191	1872-7336	COMPUTER SCIENCE, THEORY & METHODS - SCIE	0.983	Q4	0.35
IMMUNOBIOLOGY	0171-2985	1878-3279	IMMUNOLOGY - SCIE	3.152	Q4	0.51
INDIAN JOURNAL OF ENGINEERING AND MATERIALS SCIENCES	0971-4588	0975-1017	ENGINEERING, MULTIDISCIPLINARY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	0.615	Q4	0.14
JOURNAL OF EXPERIMENTAL PSYCHOLOGY-HUMAN PERCEPTION AND PERFORMANCE	0096-1523	1939-1277	PSYCHOLOGY - SCIE	3.077	Q2	0.96
Malaysian Journal of Computer Science	0127-9084	0127-9084	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE	0.436	Q4	0.13
Aquaculture Reports	2352-5134	2352-5134	FISHERIES - SCIE	3.385	Q1	1.11
ACI STRUCTURAL JOURNAL	0889-3241	1944-7361	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE$ENGINEERING, CIVIL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	1.799	Q3	0.36
Journal of Homotopy and Related Structures	2193-8407	1512-2891	MATHEMATICS - SCIE	0.419	Q4	0.52
GEOTECHNICAL TESTING JOURNAL	0149-6115	1945-7545	ENGINEERING, GEOLOGICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	1.820	Q4	0.46
Molecular Catalysis	2468-8231	2468-8231	CHEMISTRY, PHYSICAL - SCIE	5.089	Q2	0.68
Journal of Electrical Engineering & Technology	1975-0102	2093-7423	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	1.528	Q4	0.33
Gaceta Medica de Mexico	0016-3813	N/A	MEDICINE, GENERAL & INTERNAL - SCIE	0.708	Q4	0.08
JOURNAL OF THROMBOSIS AND THROMBOLYSIS	0929-5305	1573-742X	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$HEMATOLOGY - SCIE$PERIPHERAL VASCULAR DISEASE - SCIE	5.221	Q2	0.88
Neuron	0896-6273	1097-4199	NEUROSCIENCES - SCIE	18.688	Q1	3.57
CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS	0009-3092	1573-8310	ENERGY & FUELS - SCIE$ENGINEERING, CHEMICAL - SCIE$ENGINEERING, PETROLEUM - SCIE	0.510	Q4	0.11
MAGAZINE OF CONCRETE RESEARCH	0024-9831	1751-763X	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	2.460	Q3	0.47
SYSTEMS & CONTROL LETTERS	0167-6911	1872-7956	AUTOMATION & CONTROL SYSTEMS - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	2.742	Q2	0.67
International Journal of Biological Sciences	1449-2288	1449-2288	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE	10.750	Q1	1.88
Computer Methods and Programs in Biomedicine	0169-2607	1872-7565	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$COMPUTER SCIENCE, THEORY & METHODS - SCIE$ENGINEERING, BIOMEDICAL - SCIE$MEDICAL INFORMATICS - SCIE	7.027	Q1	1.62
OPTIMIZATION AND ENGINEERING	1389-4420	1573-2924	ENGINEERING, MULTIDISCIPLINARY - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	2.619	Q2	0.69
Plant Phenomics	2643-6515	2643-6515	AGRONOMY - SCIE$PLANT SCIENCES - SCIE$REMOTE SENSING - SCIE	6.961	Q1	1.59
REVIEWS OF MODERN PHYSICS	0034-6861	1539-0756	PHYSICS, MULTIDISCIPLINARY - SCIE	50.485	Q1	8.56
PEDIATRIC ALLERGY AND IMMUNOLOGY	0905-6157	1399-3038	ALLERGY - SCIE$IMMUNOLOGY - SCIE$PEDIATRICS - SCIE	5.464	Q1	1.24
PHARMACOLOGICAL REVIEWS	0031-6997	1521-0081	PHARMACOLOGY & PHARMACY - SCIE	20.479	Q1	3.16
Microbiome	2049-2618	2049-2618	MICROBIOLOGY - SCIE	16.837	Q1	3.02
NEUROSURGICAL REVIEW	0344-5607	1437-2320	CLINICAL NEUROLOGY - SCIE$SURGERY - SCIE	2.800	Q2	0.83
JOURNAL OF FISH DISEASES	0140-7775	1365-2761	FISHERIES - SCIE$MARINE & FRESHWATER BIOLOGY - SCIE$VETERINARY SCIENCES - SCIE	2.580	Q1	0.97
JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH	0947-5745	1439-0469	EVOLUTIONARY BIOLOGY - SCIE$ZOOLOGY - SCIE	2.424	Q1	0.92
Gradevinar	0350-2465	1333-9095	ENGINEERING, CIVIL - SCIE	0.992	Q4	0.19
European Urology Oncology	N/A	2588-9311	ONCOLOGY - SCIE$UROLOGY & NEPHROLOGY - SCIE	8.512	Q1	1.77
ARCHIVE OF APPLIED MECHANICS	0939-1533	1432-0681	MECHANICS - SCIE	2.467	Q3	0.54
FUNDAMENTA INFORMATICAE	0169-2968	1875-8681	COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$MATHEMATICS, APPLIED - SCIE	1.166	Q3	0.56
QUANTUM INFORMATION & COMPUTATION	1533-7146	1533-7146	COMPUTER SCIENCE, THEORY & METHODS - SCIE$PHYSICS, MATHEMATICAL - SCIE$PHYSICS, PARTICLES & FIELDS - SCIE$QUANTUM SCIENCE & TECHNOLOGY - SCIE	1.069	Q3	0.30
NEUROPHARMACOLOGY	0028-3908	1873-7064	NEUROSCIENCES - SCIE$PHARMACOLOGY & PHARMACY - SCIE	5.273	Q1	1.20
Journal of the American College of Radiology	1546-1440	1558-349X	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	6.240	Q1	1.30
International Journal of Geomechanics	1532-3641	1943-5622	ENGINEERING, GEOLOGICAL - SCIE	3.918	Q3	1.14
COLOR RESEARCH AND APPLICATION	0361-2317	1520-6378	CHEMISTRY, APPLIED - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE$OPTICS - SCIE	1.668	Q3	0.34
IEEE TRANSACTIONS ON INFORMATION THEORY	0018-9448	1557-9654	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	2.978	Q2	0.89
PEST MANAGEMENT SCIENCE	1526-498X	1526-4998	AGRONOMY - SCIE$ENTOMOLOGY - SCIE	4.463	Q1	1.68
Food Science and Technology	0101-2061	1678-457X	FOOD SCIENCE & TECHNOLOGY - SCIE	2.602	Q3	0.48
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM	0193-1849	1522-1555	ENDOCRINOLOGY & METABOLISM - SCIE$PHYSIOLOGY - SCIE	5.900	Q1	1.34
Journal of Neuromuscular Diseases	2214-3599	2214-3602	CLINICAL NEUROLOGY - SCIE$NEUROSCIENCES - SCIE	4.693	Q2	1.03
MARINE BIOLOGY	0025-3162	1432-1793	MARINE & FRESHWATER BIOLOGY - SCIE	2.941	Q2	0.85
CHILD CARE HEALTH AND DEVELOPMENT	0305-1862	1365-2214	PEDIATRICS - SCIE	2.943	Q2	0.81
