Journal-name	ISSN	eISSN	category	2021-JIF	JIF-Quartile	2021-JCI
Fuel Cells	1615-6846	1615-6854	ELECTROCHEMISTRY - SCIE$ENERGY & FUELS - SCIE	2.948	Q3	0.36
Acta Orthopaedica et Traumatologica Turcica	1017-995X	1017-995X	ORTHOPEDICS - SCIE	1.557	Q4	0.53
Injury Epidemiology	N/A	2197-1714	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.769	Q4	0.41
AQUATIC LIVING RESOURCES	0990-7440	1765-2952	FISHERIES - SCIE$MARINE & FRESHWATER BIOLOGY - SCIE	1.592	Q3	0.44
Australian Journal of Rural Health	1038-5282	1440-1584	NURSING - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	2.060	Q3	0.71
Ukrainian Journal of Physical Optics	1609-1833	N/A	OPTICS - SCIE	0.907	Q4	0.30
Annual Review of Nutrition	0199-9885	1545-4312	NUTRITION & DIETETICS - SCIE	9.323	Q1	1.00
ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE	0012-9593	1873-2151	MATHEMATICS - SCIE	1.819	Q1	1.31
Evolutionary Applications	1752-4571	1752-4571	EVOLUTIONARY BIOLOGY - SCIE	4.929	Q1	1.07
Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology	0004-1254	1848-6312	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE$TOXICOLOGY - SCIE	2.078	Q4	0.43
Iranian Journal of Public Health	2251-6085	2251-6093	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.479	Q4	0.31
IEEE TRANSACTIONS ON CONSUMER ELECTRONICS	0098-3063	1558-4127	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	4.414	Q2	1.01
JOURNAL OF THE PERIPHERAL NERVOUS SYSTEM	1085-9489	1529-8027	CLINICAL NEUROLOGY - SCIE$NEUROSCIENCES - SCIE	5.188	Q2	0.85
Journal of Sustainable Forestry	1054-9811	1540-756X	FORESTRY - SCIE	1.425	Q3	0.56
JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION	0162-1459	1537-274X	STATISTICS & PROBABILITY - SCIE	4.369	Q1	1.83
JOURNAL OF MULTIVARIATE ANALYSIS	0047-259X	N/A	STATISTICS & PROBABILITY - SCIE	1.387	Q3	0.63
Therapeutic Advances in Chronic Disease	2040-6223	2040-6231	PHARMACOLOGY & PHARMACY - SCIE	4.970	Q2	0.89
Journal of Geometric Mechanics	1941-4889	1941-4897	MATHEMATICS, APPLIED - SCIE$PHYSICS, MATHEMATICAL - SCIE	0.737	Q4	0.36
Pathogens and Disease	2049-632X	2049-632X	IMMUNOLOGY - SCIE$INFECTIOUS DISEASES - SCIE$MICROBIOLOGY - SCIE	3.951	Q3	0.58
ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH	0792-156X	N/A	FISHERIES - SCIE	0.417	Q4	0.10
Tumori Journal	0300-8916	2038-2529	ONCOLOGY - SCIE	2.438	Q4	0.37
ChemPhotoChem	2367-0932	2367-0932	CHEMISTRY, PHYSICAL - SCIE	3.679	Q3	0.41
PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING	0099-1112	2374-8079	GEOGRAPHY, PHYSICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY - SCIE$REMOTE SENSING - SCIE	1.469	Q4	0.29
INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH	1049-8931	1557-0657	PSYCHIATRY - SCIE	4.182	Q2	0.88
MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS	1092-2172	1098-5557	MICROBIOLOGY - SCIE	13.044	Q1	1.09
ANNALES DE L INSTITUT FOURIER	0373-0956	1777-5310	MATHEMATICS - SCIE	0.978	Q2	0.79
Nutricion Hospitalaria	0212-1611	1699-5198	NUTRITION & DIETETICS - SCIE	1.169	Q4	0.23
METAL SCIENCE AND HEAT TREATMENT	0026-0673	1573-8973	METALLURGY & METALLURGICAL ENGINEERING - SCIE	0.566	Q4	0.13
Construction and Building Materials	0950-0618	1879-0526	CONSTRUCTION & BUILDING TECHNOLOGY - SCIE$ENGINEERING, CIVIL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	7.693	Q1	1.44
JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY	0340-7594	1432-1351	BEHAVIORAL SCIENCES - SCIE$NEUROSCIENCES - SCIE$PHYSIOLOGY - SCIE$ZOOLOGY - SCIE	2.389	Q1	0.67
COMPOSITE INTERFACES	0927-6440	1568-5543	MATERIALS SCIENCE, COMPOSITES - SCIE	2.839	Q3	0.44
Hong Kong Journal of Paediatrics	1013-9923	1013-9923	PEDIATRICS - SCIE	0.104	Q4	0.14
Frontiers of Mathematics in China	1673-3452	1673-3576	MATHEMATICS - SCIE	0.871	Q3	0.98
Engineering Science and Technology-An International Journal-JESTECH	2215-0986	2215-0986	ENGINEERING, MULTIDISCIPLINARY - SCIE	5.155	Q1	1.61
SURFACE ENGINEERING	0267-0844	1743-2944	MATERIALS SCIENCE, COATINGS & FILMS - SCIE	2.451	Q3	0.49
Jundishapur Journal of Microbiology	2008-3645	2008-4161	MICROBIOLOGY - SCIE	0.820	Q4	0.15
npj Science of Food	N/A	2396-8370	FOOD SCIENCE & TECHNOLOGY - SCIE	7.000	Q1	1.15
Journal of International Advanced Otology	1308-7649	2148-3817	OTORHINOLARYNGOLOGY - SCIE	1.316	Q4	0.48
International Journal of Ophthalmology	2222-3959	2227-4898	OPHTHALMOLOGY - SCIE	1.645	Q4	0.56
TRANSFUSION MEDICINE	0958-7578	1365-3148	HEMATOLOGY - SCIE	2.057	Q4	0.37
Journal of Energy in Southern Africa	1021-447X	N/A	ENERGY & FUELS - SCIE	0.640	Q4	0.11
METALLURGICAL AND MATERIALS TRANSACTIONS A-PHYSICAL METALLURGY AND MATERIALS SCIENCE	1073-5623	1543-1940	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$METALLURGY & METALLURGICAL ENGINEERING - SCIE	2.726	Q2	0.58
ETHOLOGY ECOLOGY & EVOLUTION	0394-9370	1828-7131	BEHAVIORAL SCIENCES - SCIE$ZOOLOGY - SCIE	1.140	Q3	0.52
Journal of Mens Health	1875-6867	1875-6859	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	0.789	Q4	0.17
DEFENCE SCIENCE JOURNAL	0011-748X	0976-464X	MULTIDISCIPLINARY SCIENCES - SCIE	0.667	Q4	0.19
IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY	0892-3973	1532-2513	IMMUNOLOGY - SCIE$PHARMACOLOGY & PHARMACY - SCIE$TOXICOLOGY - SCIE	3.712	Q2	0.68
Cold Spring Harbor Perspectives in Biology	1943-0264	1943-0264	CELL BIOLOGY - SCIE	9.708	Q1	1.54
Annals of Animal Science	2300-8733	2300-8733	AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE	2.667	Q2	0.98
Journal of Thoracic Disease	2072-1439	2077-6624	RESPIRATORY SYSTEM - SCIE	3.005	Q3	0.55
FINANCE AND STOCHASTICS	0949-2984	1432-1122	MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE$STATISTICS & PROBABILITY - SCIE	2.095	Q2	0.83
Wound Management & Prevention	2640-5237	2640-5245	DERMATOLOGY - SCIE$NURSING - SCIE	1.222	Q4	0.48
Journal of Nursing Management	0966-0429	1365-2834	NURSING - SCIE	4.680	Q1	1.68
Emerging Materials Research	2046-0147	2046-0155	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	1.795	Q4	0.31
EXPERIMENTAL NEUROLOGY	0014-4886	1090-2430	NEUROSCIENCES - SCIE	5.620	Q2	1.16
Representation Theory	1088-4165	1088-4165	MATHEMATICS - SCIE	0.588	Q4	0.54
Journal of Geographical Sciences	1009-637X	1861-9568	GEOGRAPHY, PHYSICAL - SCIE	4.012	Q2	1.00
Frontiers in Veterinary Science	N/A	2297-1769	VETERINARY SCIENCES - SCIE	3.471	Q1	1.39
Swarm Intelligence	1935-3812	1935-3820	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$ROBOTICS - SCIE	3.727	Q2	0.98
EUROPEAN JOURNAL OF CANCER CARE	0961-5423	1365-2354	HEALTH CARE SCIENCES & SERVICES - SCIE$NURSING - SCIE$ONCOLOGY - SCIE$REHABILITATION - SCIE	2.328	Q2	0.80
International Journal of Polymeric Materials and Polymeric Biomaterials	0091-4037	1563-535X	MATERIALS SCIENCE, BIOMATERIALS - SCIE$POLYMER SCIENCE - SCIE	3.221	Q2	0.50
MCN-The American Journal of Maternal-Child Nursing	0361-929X	1539-0683	NURSING - SCIE	1.753	Q3	0.73
ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY	0003-4088	2100-000X	LIMNOLOGY - SCIE	0.944	Q4	0.30
iForest-Biogeosciences and Forestry	1971-7458	1971-7458	FORESTRY - SCIE	1.585	Q3	0.61
Regenerative Biomaterials	2056-3418	2056-3426	MATERIALS SCIENCE, BIOMATERIALS - SCIE	5.763	Q2	0.82
Ecological Informatics	1574-9541	1878-0512	ECOLOGY - SCIE	4.498	Q2	1.04
JOURNAL FOR THE HISTORY OF ASTRONOMY	0021-8286	1753-8556	HISTORY & PHILOSOPHY OF SCIENCE - SCIE	0.268	Q4	0.29
JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE	0022-5142	1097-0010	AGRICULTURE, MULTIDISCIPLINARY - SCIE$CHEMISTRY, APPLIED - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE	4.125	Q1	0.95
Bulletin of the Lebedev Physics Institute	1068-3356	1934-838X	PHYSICS, MULTIDISCIPLINARY - SCIE	0.422	Q4	0.12
International Journal of Multimedia Information Retrieval	2192-6611	2192-662X	COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE	2.553	Q2	0.75
Netherlands Heart Journal	1568-5888	1876-6250	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	2.888	Q3	0.56
MICROELECTRONIC ENGINEERING	0167-9317	1873-5568	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE$OPTICS - SCIE$PHYSICS, APPLIED - SCIE	2.662	Q2	0.56
FIBERS AND POLYMERS	1229-9197	1875-0052	MATERIALS SCIENCE, TEXTILES - SCIE$POLYMER SCIENCE - SCIE	2.347	Q2	0.58
International Journal of Antennas and Propagation	1687-5869	1687-5877	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	1.244	Q4	0.27
MATHEMATICS AND COMPUTERS IN SIMULATION	0378-4754	1872-7166	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE$MATHEMATICS, APPLIED - SCIE	3.601	Q1	1.26
Revista Iberoamericana de Automatica e Informatica Industrial	1697-7912	1697-7920	AUTOMATION & CONTROL SYSTEMS - SCIE$ROBOTICS - SCIE	1.250	Q4	0.33
CEREAL CHEMISTRY	0009-0352	1943-3638	CHEMISTRY, APPLIED - SCIE$FOOD SCIENCE & TECHNOLOGY - SCIE	2.534	Q2	0.44
DIABETES CARE	0149-5992	1935-5548	ENDOCRINOLOGY & METABOLISM - SCIE	17.155	Q1	3.55
OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY	0740-9303	1537-2677	OPHTHALMOLOGY - SCIE$SURGERY - SCIE	2.011	Q3	0.58
Burns & Trauma	2321-3868	2321-3876	DERMATOLOGY - SCIE$EMERGENCY MEDICINE - SCIE$SURGERY - SCIE	5.711	Q1	1.44
GENES AND IMMUNITY	1466-4879	1476-5470	GENETICS & HEREDITY - SCIE$IMMUNOLOGY - SCIE	4.248	Q2	0.71
PREPARATIVE BIOCHEMISTRY & BIOTECHNOLOGY	1082-6068	1532-2297	BIOCHEMICAL RESEARCH METHODS - SCIE$BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE	3.141	Q3	0.49
JOURNAL OF ARACHNOLOGY	0161-8202	1937-2396	ENTOMOLOGY - SCIE	1.384	Q3	0.50
POSTGRADUATE MEDICAL JOURNAL	0032-5473	1469-0756	MEDICINE, GENERAL & INTERNAL - SCIE	4.973	Q2	0.57
JOURNAL OF CUTANEOUS PATHOLOGY	0303-6987	1600-0560	DERMATOLOGY - SCIE$PATHOLOGY - SCIE	1.458	Q4	0.44
International Journal of Occupational Medicine and Environmental Health	1232-1087	1896-494X	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	1.828	Q4	0.50
CELL STRESS & CHAPERONES	1355-8145	1466-1268	CELL BIOLOGY - SCIE	3.827	Q3	0.49
CLINICAL CARDIOLOGY	0160-9289	1932-8737	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE	3.287	Q3	0.60
ACTA PHYSIOLOGIAE PLANTARUM	0137-5881	1861-1664	PLANT SCIENCES - SCIE	2.736	Q2	0.65
Near Surface Geophysics	1569-4445	1873-0604	GEOCHEMISTRY & GEOPHYSICS - SCIE	2.010	Q3	0.53
Perspectives in Ecology and Conservation	2530-0644	2530-0644	BIODIVERSITY CONSERVATION - SCIE	5.652	Q1	1.17
IET Electric Power Applications	1751-8660	1751-8679	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE	1.737	Q3	0.55
Advanced Biosystems	N/A	2366-7478	MATERIALS SCIENCE, BIOMATERIALS - SCIE	4.053	Q3	0.61
MEDICAL HYPOTHESES	0306-9877	1532-2777	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	4.411	Q2	0.77
Biology Open	2046-6390	2046-6390	BIOLOGY - SCIE	2.643	Q3	0.65
MINERALOGY AND PETROLOGY	0930-0708	1438-1168	GEOCHEMISTRY & GEOPHYSICS - SCIE$MINERALOGY - SCIE	2.011	Q3	0.53
Journal of Inverse and Ill-Posed Problems	0928-0219	1569-3945	MATHEMATICS - SCIE$MATHEMATICS, APPLIED - SCIE	1.448	Q1	1.01
IEEE INSTRUMENTATION & MEASUREMENT MAGAZINE	1094-6969	1941-0123	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$INSTRUMENTS & INSTRUMENTATION - SCIE	1.548	Q3	0.43
MECHANISMS OF DEVELOPMENT	0925-4773	1872-6356	DEVELOPMENTAL BIOLOGY - SCIE	1.810	Q4	0.42
JOURNAL OF NONLINEAR MATHEMATICAL PHYSICS	1402-9251	1776-0852	MATHEMATICS, APPLIED - SCIE$PHYSICS, MATHEMATICAL - SCIE	1.163	Q3	0.53
JOURNAL OF COMPUTATIONAL PHYSICS	0021-9991	1090-2716	COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE$PHYSICS, MATHEMATICAL - SCIE	4.645	Q1	1.21
ChemElectroChem	2196-0216	2196-0216	ELECTROCHEMISTRY - SCIE	4.782	Q2	0.67
EUROPEAN UROLOGY SUPPLEMENTS	1569-9056	1878-1500	UROLOGY & NEPHROLOGY - SCIE	10.417	Q1	0.06
PSYCHOPATHOLOGY	0254-4962	1423-033X	PSYCHIATRY - SCIE	3.849	Q3	0.57
International Journal of Coal Preparation and Utilization	1939-2699	1939-2702	ENERGY & FUELS - SCIE$MINING & MINERAL PROCESSING - SCIE	2.791	Q2	0.59
ENVIRONMENTAL POLLUTION	0269-7491	1873-6424	ENVIRONMENTAL SCIENCES - SCIE	9.988	Q1	1.61
JOURNAL OF EXPERIMENTAL AND THEORETICAL PHYSICS	1063-7761	1090-6509	PHYSICS, MULTIDISCIPLINARY - SCIE	1.111	Q4	0.29
DIVERSITY AND DISTRIBUTIONS	1366-9516	1472-4642	BIODIVERSITY CONSERVATION - SCIE$ECOLOGY - SCIE	5.717	Q1	1.28
JOURNAL OF ETHNOPHARMACOLOGY	0378-8741	1872-7573	CHEMISTRY, MEDICINAL - SCIE$INTEGRATIVE & COMPLEMENTARY MEDICINE - SCIE$PHARMACOLOGY & PHARMACY - SCIE$PLANT SCIENCES - SCIE	5.195	Q1	1.44
SEMINARS IN INTERVENTIONAL RADIOLOGY	0739-9529	1098-8963	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	1.780	Q4	0.38
Current Research in Translational Medicine	2452-3186	2452-3186	MEDICINE, RESEARCH & EXPERIMENTAL - SCIE	4.192	Q3	0.83
BIOCHIMICA ET BIOPHYSICA ACTA-PROTEINS AND PROTEOMICS	1570-9639	1878-1454	BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE$BIOPHYSICS - SCIE	4.125	Q2	0.67
Frontiers in Astronomy and Space Sciences	2296-987X	2296-987X	ASTRONOMY & ASTROPHYSICS - SCIE	4.055	Q2	0.53
ALCOHOL AND ALCOHOLISM	0735-0414	1464-3502	SUBSTANCE ABUSE - SCIE	3.913	Q3	0.69
Lancet Diabetes & Endocrinology	2213-8587	2213-8595	ENDOCRINOLOGY & METABOLISM - SCIE	44.867	Q1	6.62
THEORETICAL CHEMISTRY ACCOUNTS	1432-881X	1432-2234	CHEMISTRY, PHYSICAL - SCIE	2.154	Q4	0.28
Materials Chemistry Frontiers	N/A	2052-1537	CHEMISTRY, MULTIDISCIPLINARY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	8.683	Q1	1.09
CANADIAN JOURNAL OF SURGERY	0008-428X	1488-2310	SURGERY - SCIE	2.840	Q2	0.67
JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY	0022-3050	1468-330X	CLINICAL NEUROLOGY - SCIE$PSYCHIATRY - SCIE$SURGERY - SCIE	13.654	Q1	2.64
INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION	1565-1339	2191-0294	ENGINEERING, MULTIDISCIPLINARY - SCIE$MATHEMATICS, APPLIED - SCIE$MECHANICS - SCIE$PHYSICS, MATHEMATICAL - SCIE	2.156	Q2	0.77
Biology Letters	1744-9561	1744-957X	BIOLOGY - SCIE$ECOLOGY - SCIE$EVOLUTIONARY BIOLOGY - SCIE	3.904	Q2	0.88
CLINICS IN PERINATOLOGY	0095-5108	1557-9840	OBSTETRICS & GYNECOLOGY - SCIE$PEDIATRICS - SCIE	2.642	Q2	1.08
INTERNATIONAL JOURNAL OF GYNECOLOGY & OBSTETRICS	0020-7292	1879-3479	OBSTETRICS & GYNECOLOGY - SCIE	4.447	Q1	1.25
JOURNAL OF BIOACTIVE AND COMPATIBLE POLYMERS	0883-9115	1530-8030	BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE$MATERIALS SCIENCE, BIOMATERIALS - SCIE$POLYMER SCIENCE - SCIE	2.137	Q3	0.36
HEALTH & PLACE	1353-8292	1873-2054	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.931	Q2	1.22
JOURNAL OF NUCLEAR MEDICINE	0161-5505	1535-5667	RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	11.082	Q1	2.58
NUTRITIONAL NEUROSCIENCE	1028-415X	1476-8305	NEUROSCIENCES - SCIE$NUTRITION & DIETETICS - SCIE	4.062	Q2	0.98
PSYCHIATRIC SERVICES	1075-2730	1557-9700	PSYCHIATRY - SCIE$PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.157	Q2	1.04
JOURNAL OF PHASE EQUILIBRIA AND DIFFUSION	1547-7037	1863-7345	CHEMISTRY, PHYSICAL - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$METALLURGY & METALLURGICAL ENGINEERING - SCIE	1.284	Q3	0.25
Science of Nature	0028-1042	1432-1904	MULTIDISCIPLINARY SCIENCES - SCIE	2.427	Q3	0.73
BIOCELL	0327-9545	1667-5746	BIOLOGY - SCIE	1.110	Q4	0.24
Journal of Neural Engineering	1741-2560	1741-2552	ENGINEERING, BIOMEDICAL - SCIE$NEUROSCIENCES - SCIE	5.043	Q2	1.12
BMC Medical Ethics	1472-6939	1472-6939	MEDICAL ETHICS - SCIE	2.834	Q2	0.95
Electronic Journal of Statistics	1935-7524	1935-7524	STATISTICS & PROBABILITY - SCIE	1.225	Q3	0.50
AMERICAN JOURNAL OF PERINATOLOGY	0735-1631	1098-8785	OBSTETRICS & GYNECOLOGY - SCIE$PEDIATRICS - SCIE	3.079	Q2	1.06
Batteries-Basel	N/A	2313-0105	ELECTROCHEMISTRY - SCIE$ENERGY & FUELS - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE	5.938	Q2	0.66
Advances in Parasitology	0065-308X	2163-6079	PARASITOLOGY - SCIE	3.125	Q2	0.47
JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA	0001-4966	1520-8524	ACOUSTICS - SCIE$AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - SCIE	2.482	Q2	0.87
PARTICULATE SCIENCE AND TECHNOLOGY	0272-6351	1548-0046	ENGINEERING, CHEMICAL - SCIE	2.628	Q3	0.39
PROGRESS IN CHEMISTRY	1005-281X	1005-281X	CHEMISTRY, MULTIDISCIPLINARY - SCIE	1.044	Q4	0.08
Climate of the Past	1814-9324	1814-9332	GEOSCIENCES, MULTIDISCIPLINARY - SCIE$METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE	4.498	Q1	1.07
JOURNAL OF NURSING EDUCATION	0148-4834	1938-2421	NURSING - SCIE	2.381	Q2	0.93
Journal of Neurosurgical Sciences	0390-5616	1827-1855	CLINICAL NEUROLOGY - SCIE$SURGERY - SCIE	2.392	Q3	0.51
NEW ZEALAND JOURNAL OF BOTANY	0028-825X	1175-8643	PLANT SCIENCES - SCIE	1.016	Q4	0.28
Food Chemistry-X	2590-1575	2590-1575	CHEMISTRY, APPLIED - SCIE	6.443	Q1	1.22
SCIENCE AND ENGINEERING ETHICS	1353-3452	1471-5546	ENGINEERING, MULTIDISCIPLINARY - SCIE$HISTORY & PHILOSOPHY OF SCIENCE - SCIE$MULTIDISCIPLINARY SCIENCES - SCIE	3.777	Q1	3.05
SURVEY OF OPHTHALMOLOGY	0039-6257	1879-3304	OPHTHALMOLOGY - SCIE	6.197	Q1	1.25
World Journal of Surgical Oncology	N/A	1477-7819	ONCOLOGY - SCIE$SURGERY - SCIE	3.253	Q2	0.77
JOURNAL OF CARDIOVASCULAR PHARMACOLOGY AND THERAPEUTICS	1074-2484	1940-4034	CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE$PHARMACOLOGY & PHARMACY - SCIE	2.807	Q3	0.54
MICROELECTRONICS JOURNAL	0026-2692	1879-2391	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	1.992	Q3	0.35
Journal of Cellular Automata	1557-5969	1557-5977	COMPUTER SCIENCE, THEORY & METHODS - SCIE$MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE	0.378	Q4	0.14
COMMUNICATIONS IN STATISTICS-SIMULATION AND COMPUTATION	0361-0918	1532-4141	STATISTICS & PROBABILITY - SCIE	1.162	Q3	0.48
Current Opinion in Biomedical Engineering	2468-4511	2468-4511	ENGINEERING, BIOMEDICAL - SCIE	4.164	Q2	0.66
Journal of Hydrology	0022-1694	1879-2707	ENGINEERING, CIVIL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE$WATER RESOURCES - SCIE	6.708	Q1	1.59
JOURNAL OF GEOTECHNICAL AND GEOENVIRONMENTAL ENGINEERING	1090-0241	1943-5606	ENGINEERING, GEOLOGICAL - SCIE$GEOSCIENCES, MULTIDISCIPLINARY - SCIE	4.600	Q1	1.14
International Journal of Systems Science-Operations & Logistics	2330-2674	2330-2682	ENGINEERING, INDUSTRIAL - SCIE$OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE	9.040	Q1	2.08
Environmental Health and Preventive Medicine	1342-078X	1347-4715	PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE	4.395	Q2	1.01
BOSQUE	0717-9200	0717-9200	FORESTRY - SCIE	0.386	Q4	0.18
SPEECH COMMUNICATION	0167-6393	1872-7182	ACOUSTICS - SCIE$COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE	2.723	Q2	0.58
Methods in Microbiology	0580-9517	N/A	BIOCHEMICAL RESEARCH METHODS - SCIE$MICROBIOLOGY - SCIE	2.650	Q3	0.17
Psychiatria Danubina	0353-5053	1849-0867	PSYCHIATRY - SCIE	2.696	Q3	0.34
Journal of Nanostructure in Chemistry	2008-9244	2193-8865	CHEMISTRY, MULTIDISCIPLINARY - SCIE$MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$NANOSCIENCE & NANOTECHNOLOGY - SCIE	8.000	Q1	0.98
Journal of Eye Movement Research	1995-8692	1995-8692	OPHTHALMOLOGY - SCIE	1.349	Q4	0.49
Chinese Physics C	1674-1137	2058-6132	PHYSICS, NUCLEAR - SCIE$PHYSICS, PARTICLES & FIELDS - SCIE	2.944	Q2	0.89
Smart Structures and Systems	1738-1584	1738-1991	ENGINEERING, CIVIL - SCIE$ENGINEERING, MECHANICAL - SCIE$INSTRUMENTS & INSTRUMENTATION - SCIE	4.581	Q1	1.16
CURRENT PROBLEMS IN CANCER	0147-0272	1535-6345	ONCOLOGY - SCIE	2.367	Q4	0.58
Advances in Cancer Research	0065-230X	2162-5557	ONCOLOGY - SCIE	5.767	Q2	0.66
Stroke and Vascular Neurology	2059-8688	2059-8696	CLINICAL NEUROLOGY - SCIE	9.893	Q1	1.95
INTERNATIONAL JOURNAL OF RADIATION BIOLOGY	0955-3002	1362-3095	BIOLOGY - SCIE$NUCLEAR SCIENCE & TECHNOLOGY - SCIE$RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE	3.352	Q1	0.83
ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES	1025-6016	1477-2639	CHEMISTRY, INORGANIC & NUCLEAR - SCIE$ENVIRONMENTAL SCIENCES - SCIE	1.667	Q3	0.40
JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY	0190-9622	1097-6787	DERMATOLOGY - SCIE	15.487	Q1	3.49
Italian Journal of Agronomy	1125-4718	2039-6805	AGRONOMY - SCIE	1.632	Q3	0.64
HERPETOZOA	1013-4425	1013-4425	ZOOLOGY - SCIE	1.053	Q3	0.47
JOURNAL OF COMMUNICATIONS AND NETWORKS	1229-2370	1976-5541	COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE$TELECOMMUNICATIONS - SCIE	3.908	Q2	0.91
JOURNAL OF OCEANOGRAPHY	0916-8370	1573-868X	OCEANOGRAPHY - SCIE	2.000	Q3	0.57
OPTICAL MATERIALS	0925-3467	1873-1252	MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE$OPTICS - SCIE	3.754	Q2	0.85
IEEE TRANSACTIONS ON WIRELESS COMMUNICATIONS	1536-1276	1558-2248	ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE$TELECOMMUNICATIONS - SCIE	8.346	Q1	2.16
Advances in Mathematical Physics	1687-9120	1687-9139	PHYSICS, MATHEMATICAL - SCIE	1.364	Q3	0.51
